ID,LABEL,SubClass Of [NAMED],alternative term,definition,definition source,term editor,term tracker item,term replaced by,ontology term requester,editor note,deprecated,sourced by VectorBase ID,Source,SubClass Of [ANON],Equivalent Class,OBO ontologies?,JZ comment,JJ comment
EUPATH:0021058,presence of pan-Plasmodium antigen by optimal-IT,presence of parasite,Pan Plasmodium,a presence of parasite that is the specified output of a optimal-IT rapid diagnostic test and specifies that an antigen common to multiple Plasmodium species was detected,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0010997,presence of parasite by modified acid stain microscopy,presence of parasite,"Any parasites, by modified acid stain microscopy",a presence of parasite that specifies that a parasite was detected by the modified acid fast staining method,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0000518,presence of Plasmodium falciparum,presence of parasite,,A categorical measurement datum that indicates whether Plasmodium falciparum were present in a specimen.,,"Person: Jie Zheng, Chris Stoeckert",,,,,,,,,,,,
EUPATH:0000520,presence of Plasmodium knowlesi,presence of parasite,,A categorical measurement datum that indicates whether Plasmodium knowlesi were present in a specimen.,,"Person: Jie Zheng, Chris Stoeckert",,,,,,,,,,,,
EUPATH:0000521,presence of Plasmodium malariae,presence of parasite,,A categorical measurement datum that indicates whether Plasmodium malariae were present in a specimen.,,"Person: Jie Zheng, Chris Stoeckert",,,,,,,,,,,,
EUPATH:0000522,presence of Plasmodium ovale,presence of parasite,,A categorical measurement datum that indicates whether Plasmodium ovale were present in a specimen.,,"Person: Jie Zheng, Chris Stoeckert",,,,,,,,,,,,
EUPATH:0000524,presence of Plasmodium vivax,presence of parasite,,A categorical measurement datum that indicates whether Plasmodium vivax were present in a specimen.,,"Person: Jie Zheng, Chris Stoeckert",,,,,,,,,,,,
EUPATH:0000487,presence of submicrosopic parasites by loop-mediated isothermal amplification assay,presence of parasite,presence of submicrosopic parasites by LAMP,a presence of parasite that indicates whether parasites too small to be seen under light microscopy are present in a specimen. It is the specified output of a loop-mediated isothermal amplification assay,Penn group,"Person: Jie Zheng, Grant Dorsey, John Judkins",,,,,,,PRISM,is_specified_input_of some 'clinical laboratory test',,,,
EUPATH:0021049,presence of Plasmodium falciparum by blood sample PCR,presence of Plasmodium falciparum,"(Plasmodium species, by qPCR) Plasmodium falciparum","a presence of Plasmodium falciparum that is the specified output of a parasite detection by PCR assay, has a blood specimen as specified input, and specifies that Plasmodium falciparum was detected",EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0021053,presence of Plasmodium falciparum by falcivax,presence of Plasmodium falciparum,"(Plasmodium species, by FalciVax RDT) Plasmodium falciparum",a presence of Plasmodium falciparum that is the specified output of a falcivax rapid diagnostic test and specifies that Plasmodium falciparum was detected,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0021057,presence of Plasmodium falciparum by optimal-IT,presence of Plasmodium falciparum,"(Plasmodium species, by OptiMAL RDT) Plasmodium falciparum",a presence of Plasmodium falciparum that is the specified output of a optimal-IT rapid diagnostic test and specifies that Plasmodium falciparum was detected,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0021051,presence of Plasmodium malariae by blood sample PCR,presence of Plasmodium malariae,"(Plasmodium species, by qPCR) Plasmodium malariae","a presence of Plasmodium malariae that is the specified output of a parasite detection by PCR assay, has a blood specimen as specified input, and specifies that Plasmodium malariae was detected",EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0021052,presence of Plasmodium ovale by blood sample PCR,presence of Plasmodium ovale,Plasmodium ovale,"a presence of Plasmodium ovale that is the specified output of a parasite detection by PCR assay, has a blood specimen as specified input, and specifies that Plasmodium ovale was detected",EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0021050,presence of Plasmodium vivax by blood sample PCR,presence of Plasmodium vivax,"(Plasmodium species, by qPCR) Plasmodium vivax","a presence of Plasmodium falciparum that is the specified output of a parasite detection by PCR assay, has a blood specimen as specified input, and specifies that Plasmodium vivax was detected",EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0021054,presence of Plasmodium vivax by falcivax,presence of Plasmodium vivax,"(Plasmodium species, by FalciVax RDT) Plasmodium vivax",a presence of Plasmodium vivax that is the specified output of a falcivax rapid diagnostic test and specifies that Plasmodium vivax was detected,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0000389,bed net material,processed material,,A material entity that is used to make bed net.,,,,,,,,,,,,IDO,,"ok, consider revising definition for clarity"
EUPATH:0000111,floor brick,processed material,,"A processed material shaped a small rectangular block typically made of clay mixed with sand and fired in a kiln or baked by the sun, used in building floor construction.",http://www.thefreedictionary.com/brick,,,,,,,,,'has role' some 'floor material role',,ENVO,,agree
EUPATH:0043059,infused material,processed material,infusion,A processed material that results from the suspension of plant material in a solvent for enough time to allow compounds to be extracted from the plant material into the solvent.,,,,,,,,,,,,IDO,,Or PO?
EUPATH:0000010,wall brick,processed material,,"A processed material shaped a small rectangular block typically made of clay mixed with sand and fired in a kiln or baked by the sun, used in building wall construction.",http://www.thefreedictionary.com/brick,,,,,,,,,'has role' some 'wall material role',,ENVO,,agree
EUPATH:0000128,peripheral blood mononuclear cell specimen,processed specimen,PBMC specimen,"A processed specimen that is extracted from whole blood using gradient centrifugation that separates the blood into a layer of peripheral blood mononuclear cell under the top layer of plasma. It contains lymphocytes, monocytes or macrophages that are critical components in the immune system.",http://en.wikipedia.org/wiki/Peripheral_blood_mononuclear_cell,"Person:  Jie Zheng, Chris Stoeckert",,,,,,,,,,OBI,,agree
EUPATH:0000129,red blood cell specimen,processed specimen,RBC specimen|erythrocyte specimen,A processed specimen consisting of red blood cells isolated from whole blood by centrifugation.,http://www.ruf.rice.edu/~bioslabs/studies/sds-page/gellab1.html,"Person:  Jie Zheng, Chris Stoeckert",,,,,,,,,,OBI,,agree
EUPATH:0000529,gametocyte detection protocol,protocol,,A protocol that specifies how to measure the density of parasite gametocyte.,,"Person: Jie Zheng, Chris Stoeckert",,,,,,,,,,,,
EUPATH:0000603,sequencing protocol,protocol,,"a protocol that, when concretized, is realized in an assay that uses chemical or biological means to infer the sequence of a biomaterial",EuPathDB,Person: John Judkins,,,,,,,,,,OBI,,agree
EUPATH:0000608,specimen collection protocol,protocol,,"a protocol such that, if it is concretized and its concretization is realized, its concretization is realized in a planned process that has as its objective collecting a specimen",EuPathDB,Person: John Judkins,,,,,,,,,,OBI,,agree
EUPATH:0000757,parasite phenotype,quality,,A quality inheres in parasite organism.,,,,,,,,,,'inheres in' some 'parasite organism',,IDO,,agree; may want to revise definition.
EUPATH:0010217,stool consistency,quality,Stool consistency,"a quality of water composition, shape, or structure that inheres in fecal material",Wikipedia: Bristol stool scale,John Judkins,,,,,,,,,,,,
EUPATH:0010096,first respiratory rate measurement datum,rate measurement datum,"Respiratory rate 1|Respiratory rate per minute, 1st",a rate measurement datum that is about a human participant under investigation and is the specified output of the first of a series of countings of instances of the participant's respiration,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0000277,parasite clearance rate,rate measurement datum,clearance rate,a rate measurement datum that represents the number of parasite organisms removed from the bearer of a host role by means of the biological processes of the bearer of the host role,EuPathDB,Person: John Judkins,,,,,,,,,,,,
EUPATH:0010097,second respiratory rate measurement datum,rate measurement datum,"Respiratory rate 2|Respiratory rate per minute, 2nd",a rate measurement datum that is about a human participant under investigation and is the specified output of the second of a series of countings of instances of the participant's respiration,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0021066,forgot whether used personal mosquito repellent,record of missing knowledge,(Personal mosquito repellent) Can't remember,an information content entity that is about a human participant under investigation and specifies that the participant does not remember using a personal mosquito repellent,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0021035,forgot which Plasmodium species in diagnosis within past year,record of missing knowledge,(Plasmodium species in last year) Can't remember,"an information content entity that is about a human participant under investigation and specifies that the participant remembers being diagnosed, within the past year, with a disease by Plasmodium, but does not remember the species of Plasmodium",EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0021073,no knowledge of insecticide spraying in last 12 months,record of missing knowledge,(Sprayed in the last 12 months) Can't remember,an information content entity that specifies that a human participant under investigation does not remember whether insecticide was applied in the previous 12 months,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0023027,information on whether moved in past month,relocation information,Moved in last month,a categorical value specification that specifies whether a human participant under investigation moved to a different dwelling in the previous month,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0023026,information on whether moved in past twelve months,relocation information,Moved in last 12 months,a categorical value specification that specifies whether a human participant under investigation moved to a different dwelling in the previous twelve months,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0023044,subnational region relocated from within past 12 months,relocation information,States moved from in last 12 months,A relocation information on a human participant under investigation who moved to a different dwelling within twelve months previous. this information specifies subnational regions from which the participant moved.,EuPathDB,Person: John Judkins,,,,,,,,,,,,
EUPATH:0023042,subnational region relocated from within past month,relocation information,State moved from in last month,A relocation information on a human participant under investigation who moved to a different dwelling within one month previous. this information specifies the subnational region from which the participant moved.,EuPathDB,Person: John Judkins,,,,,,,,,,,,
