ID	LABEL	Type	contributor	example of usage	definition	editor note	term editor	alternative label	definition source	term tracker item	ontology term requester	comment	
EUPATH:0010999	presence of Campylobacter in feces by enzyme-linked immunosorbent assay	Class			A Campylobacter in feces by enzyme-linked immunosorbent assay datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0011000	presence of Cryptosporidium in feces by enzyme-linked immunosorbent assay	Class			A Cryptosporidium in feces by enzyme-linked immunosorbent assay datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0011003	presence of Giardia in feces by enzyme-linked immunosorbent assay	Class			A Giardia in feces by enzyme-linked immunosorbent assay datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0011005	presence of Isospora in feces by microscopy assay	Class			A eukaryota in feces datum that specifies whether Isospora was detected by microscopy assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0011958	presence of Vibrio in feces	Class			A bacteria in feces datum that specifies whether Vibrio was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0011959	presence of virus in feces	Class			A virus in feces datum that specifies whether a virus was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0011960	presence of Yersinia in feces	Class			A bacteria in feces datum that specifies whether Yersinia was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0011965	presence of Aeromonas in feces	Class			A bacteria in feces datum that specifies whether Aeronomas was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0011967	presence of bacteria in feces	Class			A bacteria in feces datum that specifies whether bacteria were detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0011969	presence of Campylobacter in feces	Class			A bacteria in feces datum that specifies whether Campylobacter was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0011976	presence of Escherichia in feces	Class			A bacteria in feces datum that specifies whether Escherichia was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0011981	presence of Plesiomonas in feces	Class			A bacteria in feces datum that specifies whether Plesiomonas was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0011983	presence of Salmonella in feces	Class			A bacteria in feces datum that specifies whether Salmonella was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0011984	presence of Shigella in feces	Class			A bacteria in feces datum that specifies whether Shigella was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0011989	presence of Norovirus GI in feces by real time reverse-transcription polymerase chain reaction assay	Class			A virus in feces datum that specifies whether Norovirus GI was detected by real time reverse-transcription polymerase chain reaction assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0011990	presence of Norovirus GII in feces by real time reverse-transcription polymerase chain reaction assay	Class			A virus in feces datum that specifies whether Norovirus GII was detected by real time reverse-transcription polymerase chain reaction assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0015288	presence of Human mastadenovirus F in feces by enzyme-linked immunosorbent assay	Class			A virus in feces datum that specifies whether Human mastadenovirus F was detected by enzyme-linked immunosorbent assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0015289	presence of Adenoviridae excluding human mastadenovirus F in feces by enzyme-linked immunosorbent assay	Class			A virus in feces datum that specifies whether Adenoviridae excluding human mastadenovirus F were detected by enzyme-linked immunosorbent assay		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0015296	presence of Sapovirus in feces by reverse transcription polymerase chain reaction assay	Class			A virus in feces datum that specifies whether Sapovirus was detected by reverse transcription polymerase chain reaction assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0015329	presence of Astrovirus in feces by reverse transcription polymerase chain reaction assay	Class			A virus in feces datum that specifies whether Astrovirus was detected by reverse transcription polymerase chain reaction assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0015401	presence of Ancylostoma duodenale in feces by real time polymerase chain reaction assay	Class			A eukaryota in feces datum that specifies whether Ancylostoma duodenale was detected by real time polymerase chain reaction assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0015402	presence of Ascaris lumbricoides in feces by real time polymerase chain reaction assay	Class			A eukaryota in feces datum that specifies whether Ascaris lumbricoides was detected by real time polymerase chain reaction assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0015429	presence of Helicobacter pylori in feces by immunoassay	Class			A bacteria in feces datum that specifies whether Helicobacter pylori was detected by immunoassay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0015431	presence of Ancylostomatoidea in feces by real time polymerase chain reaction assay	Class			A eukaryota in feces datum that specifies whether Ancylostomatoidea was detected by real time polymerase chain reaction assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0015437	presence of Necator americanus in feces by real time polymerase chain reaction assay	Class			A eukaryota in feces datum that specifies whether Necator americanus was detected by real time polymerase chain reaction assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0015456	presence of Strongyloides stercoralis in feces by reverse transcription polymerase chain reaction assay	Class			A Strongyloides stercoralis in feces by reverse transcription polymerase chain reaction assay datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0015460	presence of Bacteroides fragilis in feces by polymerase chain reaction assay	Class			A Bacteroides fragilis in feces by reverse transcription polymerase chain reaction assay datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0015717	presence of Bacteroides in feces	Class			A bacteria in feces datum that specifies whether Bacteroides was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0015718	presence of Clostridioides in feces	Class			A bacteria in feces datum that specifies whether Clostridioides was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0015719	presence of Helicobacter in feces	Class			A bacteria in feces datum that specifies whether Helicobacter was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0021131	presence of typhus group in blood	Class			A bacteria in blood datum that specifies whether a typhus group virus was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0021132	presence of Chikungunya virus in blood	Class			A virus in blood datum that specifies whether the Chikungunya virus was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0021133	presence of Dengue virus in blood	Class			A virus in blood datum that specifies whether the Dengue virus was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0021134	presence of Orthohepadnavirus in blood	Class			A virus in blood datum that specifies whether Orthohepadnavirus was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0021137	presence of Salmonella enterica subsp. enterica serovar Typhi in blood by polymerase chain reaction assay	Class			A bacteria in blood datum that specifies whether Salmonella enterica subsp. enterica serovar Typhi was detected by polymerase chain reaction assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0021164	presence of Chikungunya virus in blood by unspecified assay	Class			"A virus in blood datum that specifies whether Chikungunya virus was detected, by an unspecified assay."		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0021166	presence of Dengue virus in blood by unspecified assay	Class			A virus in blood datum that specifies whether Dengue virus was detected by an unspecified assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0021170	presence of Hepacivirus C in blood by unspecified assay	Class			A virus in blood datum that specifies whether Hepacivirus C was detected by an unspecified assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0021171	presence of Hepatitis B virus in blood by surface antigen assay	Class			A virus in blood datum that specifies whether Hepatitis B virus was detected by HBV surface antigen assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0021172	presence of Human immunodeficiency virus 1 in blood by unspecified assay	Class			A virus in blood datum that specifies whether Human immunodeficiency virus 1 was detected by an unspecified assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0021232	presence of Lentivirus in blood	Class			A virus in blood datum that specifies whether Lentivirus was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0021233	presence of Hepacivirus in blood	Class			A virus in blood datum that specifies whether Hepacivirus was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0022118	presence of parasite organism in feces by microscopy assay	Class			A eukaryota in feces datum that specifies whether a parasite organism was detected by microscopy assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0022172	presence of Plasmodium gametocyte in blood by real time polymerase chain reaction assay	Class			A eukaryota in blood datum that specifies whether a Plasmodium gametocyte was detected by real time polymerase chain reaction assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0023004	presence of bacteria in blood by microscopy assay	Class			A bacteria in blood datum that specifies whether bacteria were detected by microscopy assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0025125	presence of Plasmodium in blood by real time polymerase chain reaction assay	Class			A Plasmodium in blood by real time polymerase chain reaction assay datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0027009	presence of Plasmodium in blood by microscopy assay	Class			A Plasmodium in blood by microscopy assay datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0030117	presence of eukaryote in feces	Class			A eukaryota in feces datum that specifies whether a eukaryote was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0030121	presence of Schistosoma mansoni in feces by microscopy assay	Class			A eukaryota in feces datum that specifies whether Schistosoma mansoni was detected by microscopy assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0030122	presence of Schistosoma in urine	Class			A eukaryota in urine datum that specifies whether Schistosoma was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0030123	presence of Schistosoma haematobium in urine by microscopy assay	Class			A eukaryota in urine datum that specifies whether Schistosoma haematobium was detected by microscopy assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0030125	presence of eukaryote in urine	Class			A eukaryota in urine datum that specifies whether a eukaryote was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032002	presence of bacteria in induced sputum	Class			A bacteria in induced sputum datum that specifies whether bacteria were detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032003	presence of eukaryote in induced sputum	Class			A eukaryota in induced sputum datum that specifies whether a eukaryote was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032010	presence of bacteria in pleural fluid	Class			A bacteria in pleural fluid datum that specifies whether bacteria were detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032011	presence of eukaryote in pleural fluid	Class			A eukaryota in pleural fluid datum that specifies whether a eukaryote was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032012	presence of virus in pleural fluid	Class			A virus in pleural fluid datum that specifies whether a virus was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
